cleaned_name,n_raw_variants,raw_variants
atlas relief and development international,1,Atlas Relief and Development International
attanweer social development foundation,1,Attanweer Social Development Foundation
attikon general university hospital of athens,1,Attikon General University Hospital of Athens
attorney general australia,1,Attorney-General - Australia
attorney generals,1,Attorney-Generals
audubon society,1,Audubon Society
austcare,1,Austcare
australian agency for international development,1,Australian Agency For International Development
australian broadcasting,1,Australian Broadcasting Corporation
australian centre for international agricultural research,1,Australian Centre for International Agricultural Research
australian conservation foundation,1,Australian Conservation Foundation
australian council for international development,1,Australian Council for International Development
australian electoral commission,1,Australian Electoral Commission
australian federal police,1,Australian Federal Police
australian foundation for the peoples of asia and the pacific,1,Australian Foundation for the Peoples of Asia and the Pacific
australian national university,1,Australian National University
australian red cross,1,Australian Red Cross
austrian armed forces,1,Austrian Armed Forces
austrian development agency,1,Austrian Development Agency
austrian development bank,1,Austrian Development Bank
austrian study centre for peace and conflict resolution,1,Austrian Study Centre for Peace and Conflict Resolution
autorite du bassin du niger,1,Autorité du Bassin du Niger
autre terre,1,Autre Terre
auxfin international,1,Auxfin International
avocats sans frontieres,2,Avocats Sans Frontieres|Avocats Sans Frontières
avocats sans frontieres canada,1,Avocats Sans Frontières Canada
avsi alto adige,1,AVSI Alto Adige
avsi foundation,1,AVSI Foundation
avsi kenya,1,AVSI Kenya
ayibopost,1,AyiboPost
ayuda en accion,1,Ayuda en Acción
azhar,1,Azhar
azione per un mondo unito onlus,1,Azione per un Mondo Unito Onlus
azito energie,1,Azito Énergie
ba albeck hermel water and irrigation authority,1,Ba'albeck Hermel Water and Irrigation Authority
babel theatre,1,Babel Theatre
badr association,1,Badr Association
bahar organization,1,Bahar Organization
baidoa municipality,1,Baidoa Municipality
bamako senou airport improvement project,1,Bamako-Senou Airport Improvement Project
bambini nel deserto,1,Bambini Nel Deserto
bancamia,1,Bancamía
banco davivienda,1,Banco Davivienda
banco de bogota,1,Banco de Bogotá
banco de comercio exterior de colombia sa,1,Banco de Comercio Exterior de Colombia SA
banco de las microfinanzas,1,Banco de las Microfinanzas
banco de occidente,1,Banco de Occidente
banco itau chile,1,Banco Itaú Chile
banco mundo mujer,1,Banco Mundo Mujer
banco w,1,Banco W
bancolombia,1,Bancolombia
bangladesh university of engineering and technology,1,Bangladesh University of Engineering and Technology
bangolo beekeeping business enterprise,1,Bangolo Beekeeping Business Enterprise Ltd
bank audi,1,Bank Audi
bank of portugal,1,Bank of Portugal
bannock consulting,1,Bannock Consulting LTD
banque de credit de bujumbura,1,Banque de Crédit de Bujumbura
banque de developpement du mali,1,Banque de Développement du Mali
banque de l habitat,1,Banque de l'Habitat
banque de la republique d haiti,1,Banque de la République d'Haïti
banque du liban,1,Banque Du Liban
banque libano francaise,1,Banque Libano-Française
banque ouest africaine de developpement,2,Banque Ouest Africaine de Développement|Banque ouest africaine de développement
banyan global,1,Banyan Global
baptist world aid australia,1,Baptist World Aid Australia
baptistkirken,1,Baptistkirken
bara alowais consultations jasem alowais,1,Bara Alowais Consultations Jasem Alowais
barnaheill,1,Barnaheill
barwaaqo voluntary organization,1,Barwaaqo Voluntary Organization
bar|scan,1,"Bar|Scan, Inc."
basement cultural foundation,1,Basement Cultural Foundation
basileia sierra leone,1,Basileia Sierra Leone
basmeh zeitooneh,1,Basmeh & Zeitooneh
batservice mandal as,1,Båtservice Mandal AS
baytna syria,1,Baytna Syria
bbc,1,BBC
bbc media action,1,BBC Media Action
bbc world service trust,1,BBC World Service Trust
bbva colombia,1,BBVA Colombia
bdo consulting,1,BDO Consulting
bdo usa llp,1,BDO USA LLP
beirut and beyond international music festival,1,Beirut and Beyond International Music Festival
beirut center for middle east studies,1,Beirut Center For Middle East Studies
beirut syrian border road project,1,Beirut-Syrian Border Road Project
beit el hanane,1,Beit el-Hanane
belgian investment company for developing countries,1,Belgian Investment Company for Developing Countries
ben yiriwa women’s association,1,Ben Yiriwa Women’s Association
ben zeila hospital,1,Ben Zeila Hospital
bena charity for human development,1,Bena Charity For Human Development
benadir regional administration,1,Benadir Regional Administration
benchmark genetics norway as,1,Benchmark Genetics Norway AS
benevolence coalition for humanitarian relief,1,Benevolence Coalition for Humanitarian Relief
benevolence coalition for humanitarian relief aden,1,Benevolence Coalition for Humanitarian Relief Aden
berghof foundation,1,Berghof Foundation
berri somal kehitys ry,1,Berri-somal kehitys ry
berytech,1,Berytech
better world,1,Better World
beyaz eller,1,Beyaz Eller
bezos earth fund,1,Bezos Earth Fund
bibi bulak,1,Bibi Bulak
bikas,1,BIKAS
biladi,1,Biladi
bina organization,1,BINA Organization
bioanalytika,1,Bioanalytika
biodiversity and nature conservation association,1,Biodiversity And Nature Conservation Association
biothermica technologies,1,Biothermica Technologies Inc.
bizcorps,1,BizCorps
black veatch,1,Black & Veatch
blind and deaf center,1,Blind and Deaf Center
blogosfera producciones sas,1,Blogosfera Producciones Sas
blom bank,1,BLOM Bank
blonba complexe culturel,1,BlonBa Complexe Culturel
bloomberg family foundation,1,Bloomberg Family Foundation
bluedot,1,BlueDot
blumont,1,Blumont
bmi,1,BMI
bmmi,1,BMMI
board of governors of cape breton university,1,Board of Governors of Cape Breton University
bollore group,1,Bolloré Group
bolsa de valores,1,Bolsa de valores
bonyan organization,1,Bonyan Organization
bornefonden,1,Bornefonden
bosco global,1,Bosco Global
bosque y comunidad,1,Bosque y Comunidad
boston university,1,Boston University
bothar,1,Bóthar
bpr,1,BPR Inc.
brabant water,1,Brabant Water
brac international,1,BRAC International
brac university,1,BRAC University
bread for all,1,Bread for All
bread for the world institute,1,Bread for the World Institute
bridderlech deelen foundation,1,Bridderlech Deelen Foundation
bridge consult as,1,Bridge Consult AS
bridge group,1,The Bridge Group
bridges josour,1,Bridges-Josour Inc.
bridgeway group,1,Bridgeway Group
british council yemen,1,British Council Yemen
broederlijk delen,1,Broederlijk Delen
brookings bern,1,Brookings-Bern
brothers relief and development organization,1,Brothers Relief and Development Organization
btce s a,1,BTCE S.A.
bucknell university,1,Bucknell University
budapest business school,1,Budapest Business School
building markets,1,Building Markets
building markets international,1,Building Markets International
bureau des droits humains en haiti,1,Bureau des Droits Humains en Haïti
bureau international catholique de l enfance,1,Bureau International Catholique de l Enfance
bureau international des medecins sans frontieres,1,Bureau international des Médecins Sans Frontières
burma center prague,1,Burma Center Prague
burundi emergency demobilization reinsertion and reintegration program,1,"Burundi Emergency Demobilization, Reinsertion and Reintegration Program"
burundi investment promotion authority,1,Burundi Investment Promotion Authority
burundi red cross,1,Burundi Red Cross
business council for international understanding,1,Business Council for International Understanding
byblos bank,1,Byblos Bank
byblos bank africa,1,Byblos Bank Africa
c2d services,1,C2D Services
ca pa,1,CA PA
cabi,1,CABI
cabildo indigena del resguardo de guambia,1,Cabildo Indígena del Resguardo de Guambia
cabinet du premier ministre de cote d ivoire,1,Cabinet du Premier Ministre de Côte d'Ivoire
cadmus group,1,The Cadmus Group
cadre de promotion pour la formation en photograhie,1,Cadre de promotion pour la Formation en Photograhie
cafico cabinet d experts comptables,1,CAFICO- Cabinet D'Experts Comptables
cai,1,CAI
camara de comercio de cali,1,Cámara de Comercio de Cali
camara semences,1,Camara Semences SARL
cambi asa,1,Cambi ASA
cambodia development resource institute,1,Cambodia Development Resource Institute
camoes institute of cooperation and language portugal,1,Camões Institute of Cooperation and Language - Portugal
campaign for good governance,1,Campaign for Good Governance
campana colombiana contra minas,1,Campaña Colombiana Contra Minas
campus de excelencia internacional del valle del ebro,1,Campus de Excelencia Internacional del Valle del Ebro
camris international,1,"Camris International, Inc."
canada border services agency,1,Canada Border Services Agency
canada school of public service,1,Canada School of Public Service
canada world youth,1,Canada World Youth
canadem,1,CANADEM
canadian association for mine and explosive ordnance security,1,Canadian Association for Mine and Explosive Ordnance Security
canadian bar association,1,Canadian Bar Association
canadian bureau for international education,1,Canadian Bureau for International Education
canadian commercial,1,Canadian Commercial Corporation
