"raw_name","n_states","n_years","first_year","last_year","n_appearances"
"Proyectarte",1,6,2015,2020,6
"Public Financial Management Reform Division",1,6,2013,2018,6
"Public sector Lunds Universitet",1,6,2008,2013,6
"Puntland Community ry",1,6,2009,2014,6
"Q2 Impact",6,2,2017,2018,6
"Qatar Charity",3,3,2018,2020,6
"Rauði krossinn",3,4,2017,2020,6
"Relief And Development Committee",1,6,2015,2020,6
"Remote Medical International",1,6,2015,2020,6
"ROAD MAINTENANCE FUND",1,6,2013,2018,6
"Road management agency",1,6,2010,2017,6
"Salesian Missions",2,4,2016,2019,6
"Salmmah Women’s Resource Centre",1,6,2007,2012,6
"Salvamento Marítimo Humanitario",1,6,2013,2018,6
"Scuola Superiore Sant'Anna",3,3,2016,2018,6
"Senter for Interkulturell kommunikasjon",1,6,2010,2015,6
"SEP/CNLS",1,6,2010,2015,6
"Service Oecumenique d'Entraide",1,6,2015,2020,6
"Sightsaver",2,5,2008,2015,6
"Sister Arab Forum for Human Rights",1,6,2008,2013,6
"Small Enterprise Assistance Funds",1,6,2015,2020,6
"Social Development Group",1,6,2015,2020,6
"Social Policy and Development Centre",1,6,2010,2015,6
"Sociedad Peruana de Derecho Ambiental",1,6,2007,2012,6
"Société Tchadienne d'Eau et d'Electricité",1,6,2005,2010,6
"Soldepaz Pachakuti",1,6,2015,2020,6
"Somali Association of Healthcare & Education Development",1,6,2010,2015,6
"Somali Family Services",1,6,2013,2019,6
"SOS Children's Villages Canada",1,6,2010,2015,6
"SPIESE",1,6,2009,2014,6
"St. Mary's Hospital Lacor",1,6,2015,2020,6
"Stockholm International Peace Research Institute",1,6,2015,2020,6
"Sudan Democracy First Group",1,6,2015,2020,6
"Sustainable Development Policy Institute",1,6,2010,2015,6
"Svenska Burmakommittén",1,6,2015,2020,6
"Swedish Development Partner",1,6,2015,2020,6
"Swedish Meteorological and Hydrological Institute",1,6,2011,2017,6
"Syria Justice and Accountability Centre",1,6,2015,2020,6
"Tearfund Australia",2,3,2006,2008,6
"Teasdale-Corti Foundation",1,6,2015,2020,6
"Thailand Environment Institute",1,6,2014,2019,6
"The Centre for Poverty Analysis",1,6,2010,2015,6
"The Day After",1,6,2015,2020,6
"The Oslo Center",1,6,2012,2017,6
"The Seafarers' Training Directorate - Greece",1,6,2015,2020,6
"TWITEZIMBERE MICROFINANCE",1,6,2005,2019,6
"Umeå universitet",2,6,2014,2020,6
"UNDP Southeast Asia HIV and Development Programme",1,6,2005,2010,6
"Union Aid Abroad-APHEDA",2,3,2006,2008,6
"Union of Quebec Municipalities - Canada",1,6,2013,2018,6
"United Nations Humanitarian Air Service",4,5,2007,2013,6
"United Nations Operation in Côte d'Ivoire",1,6,2009,2014,6
"Universidad Javeriana",1,6,2015,2020,6
"Università degli Studi di Roma Tre - Dipartimento di Studi Aziendali",1,6,2015,2020,6
"Università della Calabria",1,6,2013,2019,6
"Università di Bologna",1,6,2014,2019,6
"Université de Conakry",1,6,2008,2013,6
"Universitetet i Bergen",2,6,2005,2013,6
"Universitetet i Tromsø",1,6,2009,2014,6
"University of Alberta",1,6,2015,2020,6
"University of Calgary Financial Services",1,6,2008,2013,6
"University of Florida",1,6,2015,2020,6
"University of Yangon",1,6,2015,2020,6
"URS Australia",1,6,2005,2010,6
"Van Vollenhoven Instituut",1,6,2014,2020,6
"Vlaams Internationaal Centrum",1,6,2008,2013,6
"Volontari Italiani Solidarietà Paesi Emergenti",1,6,2007,2012,6
"Western University",1,6,2015,2020,6
"Women's International League for Peace and Freedom",3,3,2018,2020,6
"Women's Learning Partnership for Rights, Development and Peace",2,3,2017,2019,6
"Women's Rehabilitation Centre",1,6,2010,2015,6
"World Conference on Religion and Peace",1,6,2015,2020,6
"World Council of Credit Unions",1,6,2015,2020,6
"Yemen Arabian Sea Ports Corporation",1,6,2012,2019,6
"YMCA Canada",1,6,2009,2014,6
"Youth Development Foundation Inc.",3,4,2017,2020,6
"Youth Volunteers For Development & Environment Conservation",1,6,2014,2019,6
"&PROUD",1,5,2016,2020,5
"00717 - DIRECCION GENERAL PARA LA ATEN",1,5,2016,2020,5
"ActionAid Myanmar",1,5,2015,2020,5
"Africa Humanitarian Action",1,5,2016,2020,5
"African Union-United Nations Hybrid Operation in Darfur",1,5,2014,2020,5
"Afrik-Poll",1,5,2013,2018,5
"Afro-Asiatisches Institut Vienna",2,3,2005,2007,5
"Agence de Médecine Préventive",1,5,2016,2020,5
"Al Basar International Foundation",2,4,2017,2020,5
"Al Farouk Humanitarian Foundation",1,5,2014,2019,5
"Albany Communication Trust",1,5,2007,2011,5
"Alf Ba Civilian Coexistence Foundation",1,5,2013,2019,5
"Alliance for Peacebuilding",1,5,2016,2020,5
"Alsafwa General Hospital",1,5,2016,2020,5
"Amahoro Onlus",1,5,2015,2019,5
"American Bar Association Fund for Justice and Education",1,5,2013,2017,5
"Amimbaru Paste Processing Cooperative Society",1,5,2015,2020,5
"Appui au Développement Intégral et à la Solidarité sur les Collines",1,5,2009,2013,5
"Arab Human Rights Fund",1,5,2010,2014,5
"Arab Image Foundation",1,5,2016,2020,5
"Asia Indigenous Peoples Pact",1,5,2016,2020,5
"Asociación de Campesinos de la Vereda Palmas",1,5,2014,2018,5
"Asociación de Mujeres Indígenas Chagra de la Vida",1,5,2016,2020,5
"Asociación Para el Desarrollo y la Acción Social Solidaria",1,5,2013,2017,5
"Asociación Solidaridad con Guinea Bissau",1,5,2016,2020,5
"Assembleia Nacional Popular",1,5,2016,2020,5
"Association Communale des Femmes Productrices d'Oigon/Echalote Jaba Sene Ton de Sebougou",1,5,2015,2019,5
"Association des Producteurs de Riz de Buramata VI",1,5,2015,2019,5
"Association Planteurs Jonc-Tiby",1,5,2013,2017,5
"Association pour le Soutien du Développement des Activités de Population",1,5,2012,2020,5
"ASSOPRO Maramvya",1,5,2012,2016,5
"Atelier",1,5,2016,2020,5
"Attanweer Social Development Foundation",1,5,2012,2017,5
"Australian Broadcasting Corporation",1,5,2005,2009,5
"Australian National University",1,5,2005,2009,5
"Bangladesh University of Engineering and Technology",1,5,2010,2014,5
"Barnaheill",2,5,2016,2020,5
"Basement Cultural Foundation",1,5,2013,2018,5
"Bosque y Comunidad",1,5,2016,2020,5
"Bureau International Catholique de l Enfance",1,5,2011,2015,5
"Business Council for International Understanding",1,5,2016,2020,5
"Campaña Colombiana Contra Minas",1,5,2016,2020,5
"Canadian Network for International Surgery",1,5,2009,2013,5
"Canadian Organization for Development Through Education",1,5,2012,2016,5
"Capital Secretariat- Sanaa Chamber",1,5,2016,2020,5
"Caribe Afirmativo",1,5,2016,2020,5
"Cáritas Española",4,3,2018,2020,5
"Carnegie Mellon University in Qatar",4,2,2019,2020,5
"CDP",1,5,2016,2020,5
"Cégep de Saint-Jéróme",1,5,2016,2020,5
"CELLULE E",1,5,2016,2020,5
"Center for Kultur og Udvikling",2,4,2012,2015,5
"Centrale des syndicats du Québec",1,5,2008,2012,5
"Centre for Constitutionalism and Demilitarization",1,5,2015,2019,5
"Centre Missionaire Oblat",1,5,2008,2012,5
"Centro Latinoamericano para el Desarrollo Rural",1,5,2016,2020,5
"Charles Darwin University",1,5,2005,2009,5
"CHS Alliance",1,5,2016,2020,5
"CIFOR-ICRAF",1,5,2008,2012,5
"Cirps Centro Interuniversitario di Ricerca per lo Sviluppo Sostenibile",1,5,2013,2017,5
"CISV Norge",1,5,2015,2019,5
"Citigroup",2,4,2017,2020,5
"Colegio Oficial de Enfermeras y Enfermeros de Cantabria",1,5,2016,2020,5
"Colorado State University",2,5,2016,2020,5
"Consiglio Italiano Rifugiati",1,5,2011,2016,5
"Consortium WUSC-CECI",1,5,2015,2019,5
"Corporación Buen Ambiente",1,5,2016,2020,5
"Crudo Transparente",1,5,2016,2020,5
"Czech Red Cross",1,5,2016,2020,5
"Dam Implementation Unit",1,5,2015,2020,5
"Deaconess Foundation",2,3,2018,2020,5
"Democratic Voice of Burma",1,5,2016,2020,5
"Democratic Youth Foundation",1,5,2012,2019,5
"Department of Employment and Workplace Relations - Australia",1,5,2006,2010,5
"Department of Justice of the State of Victoria - Australia",1,5,2005,2009,5
"Department of Planning and Community Development - Australia",1,5,2005,2009,5
"Department of Sustainability and Environment - Australia",1,5,2005,2009,5
"Development Bank of Latin America",1,5,2016,2020,5
"Development of Coffee Growers Cooperative",1,5,2014,2018,5
"DHL International GmbH",3,2,2017,2018,5
"Digital Opportunity Trust",1,5,2008,2020,5
"Direct Excution",1,5,2012,2016,5
"DKT International",2,3,2018,2020,5
"Dorel Industries",1,5,2012,2016,5
"Dutch Cycling Embassy",1,5,2013,2017,5
"Earth Innovation Institute",1,5,2016,2020,5
"École de Maintien de la Paix Alioune Blondin Beye de Bamako",1,5,2011,2020,5
"Ecorys",1,5,2016,2020,5
"Education for All-Fast Track Initiative",2,4,2006,2009,5
"EDUS Educazione e Sviluppo",1,5,2010,2014,5
"Effect Hope",1,5,2016,2020,5
"Electricity of Lebanon",1,5,2016,2020,5
"Embassy of Italy in Khartoum",1,5,2015,2019,5
"Emprender Paz",1,5,2016,2020,5
"Enel Group",1,5,2011,2019,5
"Entraide Universitaire Mondiale du Canada",1,5,2010,2014,5
"Escuela Nacional Sindical",1,5,2016,2020,5
"Espacio Público",1,5,2016,2020,5
"European Trust Fund for Colombia",1,5,2016,2020,5
"Evensen Dodge International",1,5,2013,2017,5
"Fauna & Flora International",1,5,2016,2020,5
"Federal Ministry of Education and Women's Affairs - Austria",4,4,2014,2017,5
"Fondasyon Kole Zepol",1,5,2016,2020,5
"Fondation Femmes en Démocratie – Voix Essentielles",1,5,2016,2020,5
"Food for the Hungry Canada",1,5,2008,2012,5
"Forest Trends",1,5,2016,2020,5
"Fraternity Association",1,5,2012,2016,5
"Fundación EcoCiencia",1,5,2016,2020,5
"Fundación Escuela Nueva Volvamos a la Gente",1,5,2016,2020,5
"Fundación para el Etnodesarrollo de los Llanos Orientales de Colombia",1,5,2016,2020,5
"Fundación para la Libertad de Prensa",1,5,2016,2020,5
"Fundación Paz y Reconciliacion",1,5,2016,2020,5
"Fundación ProAves",1,5,2016,2020,5
"Fundación Universidad de San Andrés",1,5,2015,2019,5
"Geneva Global Hub For Education in Emergencies",4,2,2019,2020,5
"Geneva Graduate Institute",4,2,2019,2020,5
"Geneva International Centre for Humanitarian Demining",3,4,2011,2020,5
"Global Campaign for Education",1,5,2010,2014,5
"Global Reporting Initiative",1,5,2013,2017,5
"Government of the Netherlands",1,5,2016,2020,5
"Groupe de Réflexion et d'Action pour une Haiti Nouvelle",1,5,2014,2018,5
"Groupe Odyssee",1,5,2014,2018,5
"Grow Asia",1,5,2016,2020,5
"Grupo de Teatro Esquina Latina",1,5,2016,2020,5
"Habitat for Humanity International",2,5,2011,2020,5
"Hala Systems",2,4,2017,2020,5
"Høgskolen i Hedmark",1,5,2015,2020,5
"HOPE International Development Agency",1,5,2016,2020,5
"Horn of Africa Voluntary Youth Committee",1,5,2016,2020,5
"Human-Etisk Forbund",1,5,2007,2012,5
"Humanism and Democracy Foundation",1,5,2014,2019,5
"IDF Widows and Orphans Association",1,5,2014,2018,5
"IISTEE",1,5,2016,2020,5
"Indonesia for Global Justice",2,3,2013,2015,5
"Industrial Enterprise Development Institute",1,5,2005,2009,5
"Institut pour l'Education Populaire",1,5,2012,2016,5
"Institute for Human Rights and Business",1,5,2016,2020,5
"Institute for Integrated Transitions",1,5,2016,2020,5
"Instituto de Estudios Peruanos",1,5,2016,2020,5
"International Aid Services Danmark",1,5,2008,2012,5
"International Center for Environmental Monitoring CIMA Research Foundation",3,5,2012,2018,5
"International Centre of Insect Physiology and Ecology",1,5,2016,2020,5
"International Cocoa Initiative",1,5,2015,2019,5
"International Commission on Radiation Units and Measurements",1,5,2012,2016,5
"International Education Association",1,5,2016,2020,5
"International Maize and Wheat Improvement Center",1,5,2010,2014,5
"International Service for Human Rights",1,5,2010,2014,5
"International Work Group for Indigenous Affairs",1,5,2016,2020,5
"Islamic Relief Yemen",1,5,2010,2014,5
"Italian National Agency for New Technologies, Energy and Sustainable Economic Development",1,5,2013,2017,5
"Judicial System Monitoring Program",1,5,2010,2014,5
"JustJobs Network",1,5,2016,2020,5
"Kaalo Aid and Development",1,5,2013,2018,5
"Kathmandu University",1,5,2009,2013,5
"Kimetrica LLC",2,3,2018,2020,5
"Koperative Twungurane",1,5,2016,2020,5
"Korean Agency for Technology and Standards",1,5,2016,2020,5
"Kultura, Communication y Desarrollo",1,5,2016,2020,5
"Kutzari A.C.",1,5,2016,2020,5
"Landgate of Western Australia - Australia",1,5,2005,2009,5
"Lebanese Association for Democratic Elections",1,5,2009,2014,5
"Local Development & Small-Projects Support",1,5,2016,2020,5
"Local Water and Sanitation Corporation Aden",1,5,2014,2020,5
"Louisiana State University",2,5,2016,2020,5
"Mani Tese",1,5,2007,2011,5
"Media Association of Puntland",1,5,2015,2019,5
"Mediterranean Agronomic Institute of Bari",1,5,2008,2012,5
"Mendel University in Brno",1,5,2012,2016,5
"Ministère des Infrastructures et du Désenclavement",1,5,2005,2010,5
"Ministère des Ressources Animales et Halieutiques",1,5,2013,2017,5
"Ministério da Educação Nacional, Ciência, Cultura, Juventude e Desportos",1,5,2012,2016,5
"Ministério da Justiça",2,5,2005,2018,5
"Ministra dos Negócios Estrangeiros e Cooperação",1,5,2007,2011,5
"Ministre des Travaux Publics et de I'Entretien Routier",1,5,2011,2019,5
"Ministro dos Transportes e Comunicações",1,5,2005,2009,5
"Ministry of Agriculture",1,5,2009,2017,5
"Ministry of Agriculture and Agrarian Reform- Syria",1,5,2012,2019,5
"Ministry of Culture, National Heritage and Sport - Poland",3,4,2014,2018,5
"Ministry of Defense - Belgium",1,5,2006,2010,5
"Ministry of Economy and Finance",1,5,2011,2017,5
"Ministry of Finance - Norway",1,5,2010,2014,5
"Ministry of Foreign Affairs",1,5,2005,2009,5
"Ministry of Foreign Affairs and International Cooperation",3,3,2010,2017,5
"Ministry of Foreign Trade and Foreign Investment - Cuba",1,5,2013,2017,5
"Ministry of Irrigation and Water Resources",1,5,2015,2019,5
"Ministry of Public Works & Transport",1,5,2016,2020,5
"Ministry of the Environment and Food - Denmark",1,5,2016,2020,5
"Moomken Organization for Awareness and Media",1,5,2015,2019,5
"Movimiento Cimarron",1,5,2013,2017,5
"Mubadarat",1,5,2007,2011,5
"Mugarik Gabe",1,5,2016,2020,5
"Municipal Development Partnership",1,5,2005,2009,5
"Municipality of Fruili-Venezia Guila - Italy",1,5,2011,2020,5
"National Agency for Academic Exchange - Poland",3,2,2019,2020,5
"National Audit Office - Norway",1,5,2016,2020,5
"National Authority for the Litani River",1,5,2016,2020,5
"National University of Singapore",1,5,2016,2020,5
"National Wildlife Federation",1,5,2016,2020,5
"Natural Resources Institute Finland",1,5,2016,2020,5
"Nepal Engineering College",1,5,2010,2014,5
"Nepal Telecommunications Authority",1,5,2005,2009,5
"No Peace Without Justice",1,5,2015,2020,5
"Nobelstiftelsen",3,2,2019,2020,5
"Nokta Fasle Association",1,5,2015,2019,5
"Nord-Trøndelag Elektrisitetsverk",2,4,2007,2013,5
"Norges teknisk-naturvitenskapelige universitet",1,5,2015,2019,5
"Northern Territory Department of Health - Australia",1,5,2005,2009,5
"Nyarunazi Cooperative",1,5,2014,2018,5
"Office Des Cultures Industrielle - Burundi",1,5,2011,2019,5
"Office of the Auditor General of the Union - Myanma Economic Bank",1,5,2016,2020,5
"Office of the President",1,5,2005,2009,5
"One Sky - The Canadian Institute of Sustainable Living",1,5,2005,2009,5
"Organisation des femmes actives de Côte d'Ivoire",1,5,2010,2015,5
"Organización Nacional de los Pueblos Indígenas de la Amazonia Colombiana",1,5,2016,2020,5
"Organizzazione Internazionale Per Le Migrazioni - Italy",3,3,2014,2020,5
"PARTENARIAT POUR LE D<c9>VELOPPEMENT MUNICIPAL",1,5,2005,2009,5
"Pastoral Social Diocesana",1,5,2016,2020,5
"Pharmacie Populaire du Mali",1,5,2012,2017,5
"Pitchworthy EMEA",1,5,2012,2016,5
"Polish Medical Mission",2,5,2016,2020,5
"Pontificia Universidad Católica del Perú",1,5,2014,2020,5
"POREIA",1,5,2006,2010,5
"Positive Energies, LLC",1,5,2016,2020,5
"POURAKHI Nepal",1,5,2008,2012,5
"Poverty Alleviation Fund Nepal",1,5,2005,2009,5
"Prime Minister's Office - Italy",2,4,2011,2014,5
"PRODIVERSA - Progreso y Diversidad",1,5,2016,2020,5
"Progetto Sud",1,5,2016,2020,5
"Public International Law & Policy Group",1,5,2016,2020,5
"Qatar Red Crescent",3,2,2019,2020,5
"Radfan for Manufacturing Ceramics and Porcelain Company",1,5,2010,2014,5
"Radiodiffusion Télévision Ivoirienne",1,5,2015,2019,5
"Reconciliación Colombia",1,5,2016,2020,5
"Red Departamental de Mujeres Chocoanas",1,5,2012,2016,5
"Redsea Online Cultural Foundation",1,5,2013,2019,5
"Regional Agency for the Right to Education of the Marche - Italy",2,3,2018,2020,5
"Registro de Direcciones de Internet para América Latina y Caribe",1,5,2016,2020,5
"Regroupement des Acteurs Ivoiriens des Droits Humains",1,5,2010,2016,5
"Réseau Africain pour le Développement Intégré",1,5,2015,2019,5
"Responsible Business Fund",1,5,2016,2020,5
"Rights and Resources Initiative",1,5,2016,2020,5
"Salt Industry Establishment of Yemen",1,5,2012,2019,5
"Samaritan's Purse Canada",2,4,2014,2017,5
"Semfilms",1,5,2015,2019,5
"Silatech",3,4,2017,2020,5
"Sinclair Knight Merz Pty Ltd",1,5,2005,2009,5
"SIRIRI",1,5,2014,2018,5
"Sivil Toplumu Destekleme ve Ekonomik Yapılandırma Derneği",1,5,2016,2020,5
"Slovenska karitas",2,5,2015,2020,5
"Social and Cultural Nashet Association",1,5,2016,2020,5
"Société coopérative des agriculteurs du village de Syn",1,5,2015,2020,5
"Society of Obstetricians and Gynaecologists of Canada",1,5,2012,2016,5
"Somali Canadian Education & Rural Development Organisation",1,5,2009,2013,5
"Somali Innovation and Development Organization",1,5,2015,2019,5
"Somalia MPTF Government Stream",1,5,2015,2020,5
"Somaliland Youth Development and Voluntary Organization",1,5,2013,2017,5
"SOS-Forêts",1,5,2010,2015,5
"Soul for the Development of Women and Children",1,5,2013,2017,5
"South Asia Consortium for Interdisciplinary Water Resources Studies",1,5,2010,2014,5
"Southern Cross University",1,5,2005,2009,5
"Special Representative of the Secretary-General on Sexual Violence in Conflict",2,4,2015,2019,5
"Spirit of Soccer",1,5,2015,2020,5
"Square One Armoring Services Co.",3,3,2018,2020,5
"Stiftelsen Hjelp Til Selvhjelp",1,5,2005,2009,5
"Stockholm School of Economics",1,5,2005,2009,5
"Stockholms universitet",2,5,2013,2020,5
"Svenska Freds- och Skiljedomsföreningen",1,5,2014,2018,5
"Sveriges Kommuner och Regioner",1,5,2016,2020,5
"Swisscontact",1,5,2012,2016,5
"Telecommunications Regulatory Authority",1,5,2010,2014,5
"Terre des Hommes International Federation",3,5,2015,2020,5
"The Assessment and Evaluation Commission",1,5,2005,2009,5
"The Fondation Suisse de Déminage",2,3,2006,2008,5
"The Irrawaddy Publishing Group",1,5,2016,2020,5
"The Lutheran World Federation",2,5,2005,2020,5
"The Shaikh Group",1,5,2016,2020,5
"TITEIE",1,5,2005,2009,5
"Tony Blair Africa Governance Initiative",2,5,2011,2020,5
"Tourismusschulen Salzburg",2,5,2006,2020,5
